RIC,Market,TimestampUTC,Headline
gold,gold,2017-12-19 22:15:00,BRIEF-Gran Colombia Provides Production Update For November 2017
gold,gold,2016-11-03 07:54:00,UPDATE 1-UK Stocks-Factors to watch on Nov 3
gold,gold,2017-12-18 07:33:00,BRIEF-Shenyang Cuihua Gold and Silver Jewelry to fully acquire jewelry unit
gold,gold,2016-11-02 21:42:00,"BRIEF-CME raises Gold, Silver maintenance margins"
gold,gold,2017-12-15 16:54:00,UPDATE 1-Britain's FTSE seals weekly gain as pound dips
gold,gold,2017-12-17 12:30:00,"UPDATE 1-Alpine skiing-Veith wins first race since injury, Vonn pulls out"
gold,gold,2016-11-03 00:51:00,"UPDATE 3-Trump, Clinton blast each other on character; Clinton rises in poll"
gold,gold,2017-12-15 22:39:00,UPDATE 1-Turkish banker on trial denies helping Iran evade U.S. sanctions
gold,gold,2017-12-15 21:11:00,BRIEF-Oxford Immunotec And Qiagen Reached A Settlement In Lawsuit
gold,gold,2017-12-15 17:51:00,UPDATE 2-Turkey wants former police investigator repatriated from U.S. - sources
gold,gold,2017-12-20 07:30:00,UPDATE 1-UK Stocks-Factors to watch on Dec. 20
gold,gold,2017-12-15 15:44:00,BRIEF-Kingold Jewelry Inc's Unit Enters Trust Loan Agreement
gold,gold,2017-12-20 06:47:00,"UPDATE 2-Cardinal Bernard Law, symbol of Church's sexual abuse crisis, dies"
gold,gold,2017-12-15 12:10:00,"BRIEF-Dynacor Produces 7,253 Oz Of Gold In November 2017"
gold,gold,2017-12-15 13:27:00,BRIEF-Barkerville Announces C$10 Million Bought Deal Private Placement Of Flow-Through Shares
gold,gold,2017-12-15 11:56:00,UPDATE 2-Poland's KGHM considers appeal against British Columbia mine rejection
gold,gold,2017-12-15 14:35:00,BRIEF-Midas International Says Gold Throne To Sell 2.01 Bln Midas Shares
gold,gold,2017-12-15 14:07:00,BRIEF-Trifecta Gold Announces Termination Of Option Agreement With Metals Creek Resources
gold,gold,2017-12-20 10:12:00,"BRIEF-Borneo Oil November Ores Mined Were 23,791 MT"
gold,gold,2017-12-14 21:25:00,BRIEF-Nevada Gold & Casinos Q2 Earnings Per Share $0.04
gold,gold,2017-12-15 07:41:00,UPDATE 1-UK Stocks-Factors to watch on Dec 15
gold,gold,2017-12-15 11:34:00,BRIEF-Torex Gold Resources Majority Of Employees Have Voted To Return To Work Immediately
gold,gold,2017-12-14 17:40:00,BRIEF-Great Quest Fertilizer Says Reissuance Of Sanoukou Gold Permit
gold,gold,2017-12-14 21:11:00,UPDATE 1-Asia Morning Call-Global Markets
gold,gold,2017-12-14 18:56:00,UPDATE 5-South Africa's Sibanye-Stillwater to be No. 2 platinum miner with Lonmin buy
gold,gold,2017-12-14 12:42:00,"BRIEF-Anaconda Mining Produces Over 4,100 Ounces Of Gold And Generates $5.8M In Revenue In Q2 FY 2018"
gold,gold,2017-12-14 14:36:00,BRIEF-Golden Queen Announces November Operational Results And Positive Reconciliation Of Ore Tonnage And Grade In The East Pit
gold,gold,2017-12-14 16:32:00,UPDATE 1-Italy regulator lands Renzi in trouble over bank collapse
gold,gold,2017-12-20 14:09:00,BRIEF-Columbus Gold Corp Gets Conditional Approval From TSX For ALLEGIANT Gold Spin-Out Arrangement
gold,gold,2017-12-14 12:40:00,BRIEF-Guyana Goldfields Plans To Release Optimized Mine Plan For Aurora Gold Mine In Q1
gold,gold,2017-12-14 05:04:00,BRIEF-Canadian Mining cancels Ghana gold property acquisition
gold,gold,2017-12-14 07:43:00,UPDATE 1-UK Stocks-Factors to watch on Dec 14
gold,gold,2017-12-13 21:20:00,UPDATE 1-Turkish police summon FBI official -Anadolu
gold,gold,2017-12-13 14:08:00,"BRIEF-Silver Viper Signs Non-Binding Letter Of Intent To Acquire Core Claims Of La Virginia Gold-Silver Project, Mexico"
gold,gold,2017-12-14 22:53:00,BRIEF-RNC Minerals Restructures Senior Secured Gold Loan With Auramet International
gold,gold,2017-12-14 17:13:00,BRIEF-Tristar Gold Announces $3.0 Mln Non-Brokered Private Placement Financing
gold,gold,2017-12-14 11:10:00,"UPDATE 1-Zambia sees 2017 copper output rising up to 850,000 tonnes"
gold,gold,2017-12-20 18:23:00,UPDATE 1-BoE's Carney sees problems with central-bank issued cryptocurrencies
gold,gold,2017-12-13 07:41:00,UPDATE 1-UK Stocks-Factors to watch on Dec 13
gold,gold,2017-12-13 01:25:00,BRIEF-‍African Gold Group Announces Termination Of Negotiations With Hummingbird Resources
gold,gold,2017-12-13 01:21:00,"UPDATE 1-Australia c.bank gov says bitcoin fascination is ""speculative mania"""
gold,gold,2017-12-12 12:57:00,"BRIEF-Marathon Gold Announces $2,029,500 Bought Deal Flow-Through Equity Financing"
gold,gold,2016-10-25 06:38:00,UPDATE 3-UK Stocks-Factors to watch on Oct 25
gold,gold,2016-10-25 20:31:00,CORRECTED-UPDATE 1-New Zealand/Australia Morning Call-Global markets
gold,gold,2017-12-11 20:22:00,"UPDATE 10-Oil gains on Forties Pipeline shutdown, New York blast"
gold,gold,2017-12-11 12:11:00,BRIEF-Rapier To Be Acquired By GFG Resources
gold,gold,2016-10-21 06:49:00,UPDATE 2-UK Stocks-Factors to watch on Oct. 21
gold,gold,2017-12-12 22:49:00,BRIEF-Harte Gold announces $27 mln Bought Deal Private Placement
gold,gold,2016-10-21 11:33:00,BRIEF-Alamos Gold announces purchase of 25.3 mln common shares of Corex Gold
gold,gold,2017-12-08 20:52:00,UPDATE 1-Retailers' Dec. imports to rise on last-minute restocking -NRF
gold,gold,2017-12-08 14:40:00,"UPDATE 1-Questions on free movement, red tape linger in Brexit citizens' deal"
gold,gold,2017-12-08 07:46:00,UPDATE 1-UK Stocks-Factors to watch on Dec 8
gold,gold,2017-12-10 22:07:00,BRIEF-Downer EDI Says Awarded EPC Contract For Carrapateena
gold,gold,2017-12-11 07:40:00,UPDATE 1-UK Stocks-Factors to watch on Dec 11
gold,gold,2017-12-10 14:30:00,UPDATE 1-Congolese lower house adopts new mining code that increases taxes
gold,gold,2017-12-11 12:48:00,BRIEF-Sabina Gold & Silver Starts The Review Of Its Water License Applications For The Back River Project
gold,gold,2017-12-07 19:36:00,UPDATE 4-U.S. gymnastics team doctor sentenced to 60 years for child pornography
gold,gold,2017-12-11 14:04:00,"BRIEF-Rye Patch Gold Says In November, Produced 3,491 Ounces Of Gold And 1,825 Ounces Of Silver"
gold,gold,2017-12-12 06:37:00,BRIEF-Pershing Gold Announces Bought Deal Of Us$6.8 Million And Private Placement Of Us$6.8 Million
gold,gold,2017-12-07 14:11:00,BRIEF-Monarques Gold Announces a custom milling contract with Nottaway Resources
gold,gold,2017-12-07 14:12:00,BRIEF-Goldcliff to develop a Gold based cryptocurrency
gold,gold,2017-12-11 14:44:00,BRIEF-Kirkland Lake Gold Announces Sale Of Stawell Gold Mines
gold,gold,2017-12-07 16:03:00,UPDATE 1-Saudi-backed fighters capture coastal area in Yemen from Houthis
gold,gold,2017-12-11 22:37:00,BRIEF-Sage Gold Announces Private Placement Of Flow-Through Units
gold,gold,2017-12-11 22:43:00,BRIEF-Pershing Gold Announces Bought Deal Of $6.8 Million
gold,gold,2017-12-12 00:59:00,UPDATE 1-Ex-investigator tells of fleeing Turkey with evidence of corruption
gold,gold,2017-12-07 07:37:00,UPDATE 1-UK Stocks-Factors to watch on Dec 7
gold,gold,2017-12-11 22:36:00,BRIEF-Sage Gold Announces Private Placement Of Flow-Through Units
gold,gold,2017-12-12 07:44:00,UPDATE 1-UK Stocks-Factors to watch on Dec 12
gold,gold,2017-12-07 09:25:00,"UPDATE 1-Australia celebrates ""day for love"" as it allows same-sex marriage"
gold,gold,2016-10-27 14:17:00,BRIEF-Barrick would consider sale of stake or entire core mine -president
gold,gold,2017-12-12 21:11:00,UPDATE 1-Asia Morning Call-Global Markets
gold,gold,2017-12-13 11:56:00,BRIEF-Dynacor Accelerates Repayment Of Long-Term Debt
gold,gold,2017-12-13 11:41:00,BRIEF-Teranga Gold Says Entered Into MoU With Sodim To Establish JV
gold,gold,2017-12-20 22:19:00,BRIEF-Sandstorm Gold Increases Credit Facility To US$150 Million
gold,gold,2017-12-21 20:28:00,"BRIEF-Trek Mining, Newcastle Gold, Anfield Gold Get Approval To Form Equinox Gold Corp"
gold,gold,2017-12-06 22:41:00,BRIEF-Rusoro Mining Obtains Judgment In Canada Against The Republic Of Venezuela
gold,gold,2017-12-07 04:06:00,BRIEF-‍Lundin Gold Draws $40 Mln Under Gold Prepay Facility
gold,gold,2017-12-06 23:23:00,UPDATE 1-Proxy firm ISS advises shareholders to back Marcato at Deckers
gold,gold,2017-12-06 20:25:00,"BRIEF-Columbus Gold Says Share Distribution Record Date, Was Anticipated To Be Dec 11, But May Be Later"
gold,gold,2017-12-06 21:37:00,BRIEF-Osisko Announces TSX Approval To Renew Normal Course Issuer Bid
gold,gold,2017-12-06 11:03:00,BRIEF-Newmont Provides Updated 2018 And Longer-Term Outlook
gold,gold,2017-12-06 11:04:00,BRIEF-Superior Gold Commences Mining Of Gold Mineralization At The Hermes Open Pit Project
gold,gold,2017-12-06 14:42:00,UPDATE 1-Newmont targets dividend boost by at least 50 pct in 2018
gold,gold,2017-12-21 22:22:00,BRIEF-Anfield Gold Announces Foreclosure On Mayaniquel Shares
gold,gold,2017-12-06 15:24:00,UPDATE 1-U.S. Treasury seeking information on one Turkish bank - deputy PM
gold,gold,2017-12-21 22:31:00,UPDATE 1-Alaska's Pebble Mine project kicks off permitting process
gold,gold,2017-12-06 07:49:00,UPDATE 1-UK Stocks-Factors to watch on Dec 6
gold,gold,2017-12-06 06:27:00,BRIEF-Eastern Gold Jade appoints corporate auditor
gold,gold,2017-12-06 10:25:00,"UPDATE 1-Russian athletes appeal against IOC's Olympic bans, court says"
gold,gold,2017-12-06 01:13:00,"UPDATE 1-Turkish gold trader says he paid $45,000 bribe to U.S. prison guard"
gold,gold,2016-10-17 09:22:00,UPDATE 1-Shanghai Gold Exchange to let foreign bourses use yuan price for gold derivatives
gold,gold,2017-12-22 07:33:00,UPDATE 1-UK Stocks-Factors to watch on Dec 22
gold,gold,2017-12-05 21:59:00,BRIEF-Newmont Mining To Further Explore Prospective Esperance Gold Discovery In French Guiana
gold,gold,2016-10-14 16:25:00,UPDATE 3-Freeport to sell California energy assets for up to $742 mln
gold,gold,2017-12-05 22:50:00,UPDATE 1-Maduro's cryptocurrency to fare no better than Venezuela itself -analysts
gold,gold,2016-10-12 14:32:00,"UPDATE 1-Investors may be betting oil glut will end soon, but crude traders beg to differ"
gold,gold,2016-10-12 06:57:00,UPDATE 1-UK Stocks-Factors to watch on Oct 12
gold,gold,2017-12-21 22:08:00,UPDATE 1-Second day of jury deliberation for Turkish banker ends with no verdict
gold,gold,2017-12-22 00:41:00,BRIEF-‍Yamana Gold Announces $162.5 Million Sale Of Exploration Properties​
gold,gold,2016-10-07 06:41:00,UPDATE 1-UK Stocks-Factors to watch on Oct 7
gold,gold,2017-12-04 18:53:00,UPDATE 1-Olympics-IOC faces tricky decision over possible Russia ban
gold,gold,2017-12-04 16:06:00,BRIEF-Columbus Gold And Allegiant Gold Spin-Out Arrangement Approved
gold,gold,2017-12-04 07:54:00,UPDATE 1-UK Stocks-Factors to watch on Dec 4
gold,gold,2017-12-04 08:36:00,BRIEF-B2gold Achieves Commercial Production At Fekola Mine Ahead Of Schedule
gold,gold,2017-12-04 17:59:00,UPDATE 2-India asks UK court to extradite tycoon on fraud charges
gold,gold,2017-12-04 12:39:00,"BRIEF-Revival Gold Appoints Adam Rochacewich as VP, CFO"
gold,gold,2017-12-04 13:08:00,BRIEF-Independence Gold Appoints Kendra Johnston As President Of Co
gold,gold,2017-12-04 12:16:00,UPDATE 1-Turkey's Erdogan says not requesting limit on capital flows
gold,gold,2017-12-04 23:00:00,UPDATE 1-Gold trader says he paid bribes to get out of Turkish jail after 2013 arrest
gold,gold,2017-12-05 07:20:00,BRIEF-YIT To Construct Deep Level Tunnels In A Gold Mine
gold,gold,2017-12-05 07:50:00,UPDATE 1-UK Stocks-Factors to watch on Dec 5
gold,gold,2017-12-04 22:14:00,BRIEF-Turquoise Hill Announces 2018 Production And Financial Guidance
gold,gold,2017-12-04 17:05:00,UPDATE 1-S.African rand gains on hopes Ramaphosa will win ANC race
gold,gold,2016-09-29 06:57:00,UPDATE 1-UK Stocks-Factors to watch on Sept 29
gold,gold,2017-12-01 21:17:00,"BRIEF-Core Gold Announces Proposed $15,000,000 Debt Facility And $1,300,000 Private Placement"
gold,gold,2017-12-01 14:34:00,BRIEF-Barrick Announces Investment In Reunion Gold Corporation
gold,gold,2016-09-23 16:01:00,BRIEF-GO Internet controlling shareholder will not pay 1.8 mln euros for future rights issue
gold,gold,2016-09-22 21:07:00,BRIEF-Pacific Iron Ore announces update on sale of Ontario gold properties
gold,gold,2017-12-01 09:30:00,UPDATE 9-Turkish gold trader implicates Erdogan in Iran money laundering
gold,gold,2017-12-01 07:33:00,UPDATE 1-UK Stocks-Factors to watch on Dec 1
gold,gold,2017-11-30 22:37:00,"UPDATE 1-U.S. Mint American Eagle gold, silver coin sales fall sharply"
gold,gold,2017-11-30 16:14:00,UPDATE 1-Athletics-Russia's Gushchina fails 2012 dope test; already stripped of medals
gold,gold,2017-12-01 13:16:00,Friday Morning Briefing
gold,gold,2017-12-01 14:10:00,BRIEF-Ethos Gold Corp. Announces Option To Acquire La Purisma Property
gold,gold,2017-12-01 19:23:00,Commonwealth Games: Four countries submit updates after 2022 bid delay
gold,gold,2017-12-01 18:58:00,BRIEF-Cio Agrees Aud$3.2 Million Sale Of Eureka Gold Project
gold,gold,2017-12-01 16:57:00,"UPDATE 2-Turkey casts Zarrab case as attempt to undermine its politics, economy"
gold,gold,2017-12-01 22:17:00,BRIEF-Goldmoney Announces Spinoff Strategy And Public Listing Of Menē Inc On TSX Venture Exchange
gold,gold,2017-12-02 15:27:00,RPT-UPDATE 1-Turkey's Erdogan says U.S. courts cannot put Turkey on trial
gold,gold,2017-12-02 13:22:00,UPDATE 1-Turkey's Erdogan says U.S. courts cannot put Turkey on trial
gold,gold,2017-11-30 12:07:00,BRIEF-Marlin Gold Reports Qtrly Net Loss Per Share ‍$0.04​
gold,gold,2017-11-30 08:59:00,UPDATE 1-U.S. trial threatens funding for Turkey's dollar-dependent banks
gold,gold,2017-11-30 11:22:00,CORRECTED-UPDATE 1-Turkey's Denizbank says did not collaborate with gold trader Zarrab
gold,gold,2017-11-30 07:42:00,UPDATE 1-Australia's new gold rush lures prospectors Down Under
gold,gold,2017-11-30 07:49:00,UPDATE 1-UK Stocks-Factors to watch on Nov 30
gold,gold,2017-11-29 21:20:00,BRIEF-Yamana Announces Pricing Of $300 Mln Of 10-Year Unsecured Senior Notes
gold,gold,2017-11-29 22:44:00,UPDATE 3-Turkish gold trader details money laundering scheme for Iran
gold,gold,2016-09-16 15:10:00,RPT-UPDATE 3-Deutsche Bank to fight $14 billion demand from U.S. authorities
gold,gold,2017-11-29 11:51:00,BRIEF-Lydian Receives First Advance Under Cat Financial Credit Agreement
gold,gold,2017-11-29 13:19:00,BRIEF-Metanor Reports Its Results For The Quarter Ended Sept
gold,gold,2017-11-29 17:35:00,BRIEF-Monument reports Q1 fiscal 2018 Results
gold,gold,2016-09-16 11:12:00,UPDATE 3-Deutsche Bank to fight $14 billion demand from U.S. authorities
gold,gold,2017-11-29 08:03:00,"BRIEF-Gold Town Games July-Sept EBITDA Loss At SEK 832,547‍​"
gold,gold,2017-11-29 14:48:00,UPDATE 2-Olympics-IOC bans three Russian bobsledders for life over doping
gold,gold,2017-11-28 14:53:00,BRIEF-Turkish gold trader Zarrab to testify for prosecutors in Turkish banker trial -U.S. prosecutor
gold,gold,2017-11-28 07:41:00,UPDATE 1-UK Stocks-Factors to watch on Nov 28
gold,gold,2017-11-27 20:53:00,BRIEF-Gold Fields Acquires Additional Shares Of Cardinal Resources In Prospectus Offering
gold,gold,2017-11-27 21:35:00,"UPDATE 2-Olympics-IOC bans five Russians, says Rodchenkov credible"
gold,gold,2017-12-01 22:10:00,BRIEF-Ishares Gold Trust Applies For Reporting Issuer Cease Order With Ontario Securities Commission
gold,gold,2017-11-27 17:32:00,UPDATE 1-Turkish gold trader a no-show at U.S. trial over Iran sanctions
gold,gold,2017-11-27 18:48:00,"UPDATE 2-From blind date to Botswana's stars, Prince Harry charts love for U.S. actress Meghan Markle"
gold,gold,2017-11-27 12:07:00,BRIEF-GT Gold Reports Q3 Loss Per Share of $0.06‍​
gold,gold,2017-11-27 12:25:00,BRIEF-Argonaut Gold Announces Closing Of Its Mexico Acquisition
gold,gold,2017-11-27 12:29:00,BRIEF-Auryn Commences Drilling At Huilacollo Gold Project In Southern Peru And Provides Update
gold,gold,2017-11-30 03:34:00,BRIEF-Altona Mining ‍Executes Offtake Agreement With Glencore
gold,gold,2017-11-27 07:15:00,BRIEF-India's Gems And Jewellery Body Exec sees up to 40 pct jump in gold imports in 2017/18
gold,gold,2017-11-27 07:46:00,UPDATE 1-UK Stocks-Factors to watch on Nov 27
gold,gold,2017-11-27 11:01:00,UPDATE 1-Kremlin vows to defend Russian athletes after lost Sochi medals over doping
gold,gold,2017-11-24 15:30:00,"UPDATE 1-Olympics-IOC bans Russian bobsledders, speed skaters for Sochi doping"
gold,gold,2017-11-27 13:09:00,BRIEF-Reunion Gold announces private placement with Barrick Gold
gold,gold,2017-11-27 14:14:00,BRIEF-Contact Gold Reports Q3 2017 Financial And Operating Results
gold,gold,2017-11-24 07:43:00,UPDATE 1-UK Stocks-Factors to watch on Nov 24
gold,gold,2017-11-23 14:44:00,BRIEF-GoldMoney signed non-binding LOI to launch GoldMoney China
gold,gold,2017-11-23 07:47:00,UPDATE 1-UK Stocks-Factors to watch on Nov 23
gold,gold,2017-11-22 21:35:00,"BRIEF-Aldershot acquires Gold Tenement near Mt. Magnet, Western Australia"
gold,gold,2017-11-22 23:05:00,BRIEF-Maverix Metals to buy paying royalty on the Karma Gold mine
gold,gold,2017-11-23 00:14:00,UPDATE 3-Russian billionaire under investigation in France
gold,gold,2016-08-29 16:24:00,UPDATE 2-S.African rand weakens as U.S. rate hike expectations strengthen
gold,gold,2016-08-30 13:02:00,UPDATE 1-India may auction diamond mine abandoned by Rio Tinto
gold,gold,2017-11-23 11:51:00,BRIEF-Eastern Gold Jade fails to get regulatory approval for private placement of shares
gold,gold,2016-08-25 21:19:00,BRIEF-Pacific Iron Ore Corp announces update on sale of Ontario gold properties
gold,gold,2017-11-22 21:52:00,BRIEF-Gold Reserve Q3 earnings per share $0.36
gold,gold,2017-11-22 22:06:00,UPDATE 3-Brazil's Congress approves higher mining royalties
gold,gold,2016-08-24 06:43:00,UPDATE 2-UK Stocks-Factors to watch on Aug. 24
gold,gold,2016-08-24 02:31:00,UPDATE 2-Glencore speeds up debt reduction with Australian copper mine deal
gold,gold,2017-11-22 12:38:00,Wednesday Morning Briefing
gold,gold,2016-08-23 00:42:00,UPDATE 1-CME Group urgently suspends trader for spoofing
gold,gold,2017-11-22 16:19:00,UPDATE 1-South African gold miners' silicosis lawsuit nearing settlement-lawyers
gold,gold,2017-11-22 16:57:00,UPDATE 1-South Africa's rand at one-month peak ahead of downgrade decisions
gold,gold,2017-11-22 17:21:00,BRIEF-Robex Resources qtrly adjusted earnings per share C‍$0.005​
gold,gold,2016-08-25 06:58:00,UPDATE 2-UK Stocks-Factors to watch on Aug. 25
gold,gold,2016-08-25 15:44:00,UPDATE 1-Welspun scandal follows years of plummeting Egyptian cotton output
gold,gold,2017-11-22 21:31:00,BRIEF-Vista Gold Corp enters into ATM agreement
gold,gold,2017-11-23 10:31:00,"BRIEF-Borneo Oil Bhd says October ores mined was 28,296.60 MT"
gold,gold,2016-09-01 06:43:00,CORRECTED-UPDATE 1-UK Stocks-Factors to watch on Sept. 1
gold,gold,2016-09-01 06:49:00,UPDATE 2-UK Stocks-Factors to watch on Sept. 1
gold,gold,2017-11-24 08:40:00,BRIEF-Eastern Gold Jade's controlling shareholder to unload up to 8 pct stake of shares in co within 6 months
gold,gold,2017-11-22 12:06:00,"BRIEF-Dynacor says gold production in October was 7,905 OZ​"
gold,gold,2017-11-22 11:31:00,BRIEF-MediaTek's unit unloads 22.7 mln shares in Shenzhen Huiding Technology
gold,gold,2017-11-21 23:34:00,BRIEF-Torex Gold Resources says 2 men who were killed at Atzcala were not employees of company​
gold,gold,2017-11-22 02:21:00,UPDATE 1-Philippines set to keep open pit mining ban as Duterte rejects call to lift it
gold,gold,2017-11-21 15:55:00,BRIEF-RICHMONT MINES SAYS ALAMOS GOLD'S ACQUISITION OF CO RECEIVES FINAL COURT APPROVAL
gold,gold,2017-11-21 19:46:00,UPDATE 3-Russian lawmaker Kerimov detained by French police in tax evasion case
gold,gold,2016-08-20 22:36:00,UPDATE 3-Olympics-Basketball-U.S. rolls past Spain to win sixth straight gold
gold,gold,2016-08-19 18:20:00,"UPDATE 1-Olympics-Isinbayeva quits, saying pole vault winner will not earn 'proper gold'"
gold,gold,2016-08-19 15:06:00,UPDATE 1-Olympics-Lochte apologises for behaviour in Rio
gold,gold,2017-11-22 07:35:00,UPDATE 1-UK Stocks-Factors to watch on Nov 22
gold,gold,2016-08-21 19:36:00,UPDATE 2-Olympics-Handball-Delighted Denmark beat French champions to win first gold
gold,gold,2017-11-21 12:14:00,BRIEF-Paramount Gold Nevada gets approval to test foundations for proposed Grassy Mountain mine facilities
gold,gold,2017-11-21 12:17:00,BRIEF-QUINTO RESOURCES TO START DRILLING ON THE CAMPO LARGO GOLD PROJECT
gold,gold,2017-11-21 12:38:00,BRIEF-Seabridge Gold says canadian agency dismissed complaints about KSM permitting process
gold,gold,2017-11-21 07:56:00,UPDATE 1-UK Stocks-Factors to watch on Nov 21
gold,gold,2016-08-17 06:59:00,UPDATE 2-UK Stocks-Factors to watch on Aug 17
gold,gold,2016-08-17 00:02:00,UPDATE 2-Olympics-Cycling-Britain's Kenny wins keirin gold to take haul to six
gold,gold,2016-08-17 01:24:00,UPDATE 1-Olympics-Boxing-Cuba's La Cruz cruises into light-heavy final
gold,gold,2016-08-16 07:00:00,UPDATE 2-UK Stocks-Factors to watch on Aug 16
gold,gold,2016-08-16 20:05:00,UPDATE 1-Olympics-Synchronised-Russian 'mermaids' swim their way to gold again
gold,gold,2016-08-13 18:05:00,"REFILE-UPDATE 1-Olympics-Rowing-Dramatic finish, agonising wait in sculls thriller"
gold,gold,2016-08-12 06:48:00,UPDATE 1-UK Stocks-Factors to watch on Aug 12
gold,gold,2016-08-12 21:33:00,UPDATE 1-Olympics-Archery-Cool Ku secures South Korean sweep
gold,gold,2016-08-12 23:41:00,UPDATE 1-Olympics-Judo-Unstoppable Riner powers to another gold
gold,gold,2016-08-11 17:18:00,UPDATE 1-Olympics-Shooting-Fourth time lucky for Germany's Engleder in three positions
gold,gold,2016-08-11 23:06:00,UPDATE 2-Olympics-Judo-Fearless Harrison revels in second gold
gold,gold,2016-08-10 06:43:00,UPDATE 1-UK Stocks-Factors to watch on Aug. 10
gold,gold,2016-08-13 17:39:00,UPDATE 2-Olympics-Shooting-Germany makes it a hat-trick with shooting gold
gold,gold,2016-08-10 13:43:00,UPDATE 2-Sliding volumes at London Metal Exchange hit HKEX profits
gold,gold,2016-08-17 03:23:00,UPDATE 1-Olympics-Athletics-McLeod wins Jamaica's first hurdles title
gold,gold,2016-08-08 14:44:00,BRIEF-Sage Gold makes progress to restart Clavos gold mine production
gold,gold,2016-08-09 16:26:00,UPDATE 1-Olympics-First Brazil gold spurs last-minute ticket sales
gold,gold,2017-11-18 14:19:00,CORRECTED-UPDATE 2-Large U.S. farm study finds no cancer link to Monsanto weedkiller
gold,gold,2016-08-07 02:54:00,UPDATE 1-China's July forex reserves fall to $3.20 trillion
gold,gold,2016-08-15 21:22:00,HOLD UPDATE 2-Olympics-Boxing-Finnish mum ends Irish champion's hopes
gold,gold,2017-11-17 07:30:00,UPDATE 1-UK Stocks-Factors to watch on Nov 17
gold,gold,2017-11-16 18:05:00,BRIEF-Alamos Gold's acquisition of Richmont Mines gets shareholder approval
gold,gold,2017-11-16 12:57:00,Thursday Morning Briefing
gold,gold,2017-11-16 14:24:00,"BRIEF-Maya Gold & Silver Inc - monthly production of 46,619 ounces of silver during October 2017"
gold,gold,2016-08-02 06:39:00,UPDATE 1-UK Stocks-Factors to watch on Aug 2
gold,gold,2017-11-15 22:54:00,BRIEF-Royal Gold increases common stock dividend to $1.00 per share
gold,gold,2017-11-15 17:03:00,UPDATE 1-Mining and oil stocks send Britain's FTSE to 5-week lows
gold,gold,2017-11-15 23:16:00,UPDATE 1-BBC looking at 500 mln pound bid for UKTV -Telegraph
gold,gold,2017-11-15 13:07:00,BRIEF-Royal Nickel Corp Q3 loss per share C$0.04
gold,gold,2017-11-15 13:49:00,BRIEF-Zonte Metals acquires Iron Oxide Copper Gold Project
gold,gold,2017-11-15 14:08:00,BRIEF-Viacom and charter communications announce renewal of distribution agreement
gold,gold,2017-11-15 14:12:00,BRIEF-Granite Creek Gold says ‍relinquished all interests to its West African projects
gold,gold,2017-11-15 14:36:00,BRIEF-Galantas announces private placement for maximum gross proceeds of CDN$1.4 mln
gold,gold,2017-11-15 12:50:00,UPDATE 3-Indonesian police officer killed in shooting near Freeport mine
gold,gold,2016-07-28 06:56:00,UPDATE 1-UK Stocks-Factors to watch on July 28
gold,gold,2016-07-26 15:58:00,"BRIEF-Freeport-McMoRan has 'turned corner,' may not need to sell more assets-CEO"
gold,gold,2016-07-27 07:00:00,UPDATE 2-UK Stocks-Factors to watch on July 27
gold,gold,2016-07-25 07:37:00,CORRECTED-UPDATE 1-UK Stocks-Factors to watch on July 25
gold,gold,2016-07-26 07:01:00,UPDATE 2-UK Stocks-Factors to watch on July 26
gold,gold,2017-11-15 08:45:00,BRIEF-Precisionsmetall Group October revenue up at SEK 4.8 mln‍​
gold,gold,2017-11-15 11:08:00,BRIEF-Superior Gold reports adjusted earnings per share $0.02‍​
gold,gold,2017-11-15 11:35:00,BRIEF-Pure gold reports qtrly earnings per share ‍c$0.04​
gold,gold,2017-11-15 00:15:00,"BRIEF-Roxgold says sold 27,912 ounces of gold for gold sales of $35.9 mln in qtr"
gold,gold,2017-11-15 00:29:00,BRIEF-Sabina Gold & Silver Q3 shr C$0.00
gold,gold,2017-11-14 23:26:00,UPDATE 2-Paulson holds stake in gold steady in 3rd quarter
gold,gold,2017-11-14 18:16:00,BRIEF-Compass Gold announces amendment to terms of private placement
gold,gold,2017-11-14 21:23:00,BRIEF-A-Mark Precious Metals reports Q1 earnings per share $0.07
gold,gold,2017-11-14 21:35:00,BRIEF-Osisko increases credit facility to $350 million
gold,gold,2017-11-14 21:39:00,BRIEF-Marathon Gold buys back 3 pct precious metals and 2 pct base metals royalty on the Valentine Lake Gold property in Newfoundland
gold,gold,2017-11-14 22:39:00,BRIEF-Copper One acquires option to purchase the Las Morras Gold Project
gold,gold,2017-11-14 22:40:00,BRIEF-Golden Queen net loss for Q3 $0.02 per share​
gold,gold,2016-07-20 06:52:00,UPDATE 2-UK Stocks-Factors to watch on July 20
gold,gold,2017-11-14 12:45:00,BRIEF-Trek Mining receives expansion permit for Aurizona Gold Mine
gold,gold,2017-11-14 13:56:00,BRIEF-Revelo executes sale of San Guillermo & Reprado gold-silver projects to Austral Gold
gold,gold,2017-11-14 14:13:00,BRIEF-Gold Tat Group International says qtrly ‍loss attributable HK$6.2 mln
gold,gold,2017-11-14 12:27:00,BRIEF-Argonaut Gold acquires Cerro Del Gallo Project for $15 mln
gold,gold,2017-11-14 07:51:00,UPDATE 1-UK Stocks-Factors to watch on Nov 14
gold,gold,2017-11-14 08:50:00,BRIEF-Anfield Gold says agreement to sell the Coringa gold project for $22 mln
